,passage,questions,answers
369,"The O.C. is an American television series that originally aired on the Fox network from August 5, 2003 to February 22, 2007. The series centers on Ryan Atwood (Ben McKenzie), a troubled and misunderstood teenager from a broken home who is taken in by his wealthy Newport Beach lawyer Sandy Cohen (Peter Gallagher) and wife Kirsten Cohen (Kelly Rowan). He develops friendships with Seth Cohen (Adam Brody), Summer Roberts (Rachel Bilson), Marissa Cooper ((Mischa Barton)), and other characters as he navigates love triangles, family drama, heartbreak, betrayal, friendship, adolescence and social class culture clashes. 
"," Does the show take place in Southern California? 
", True
370,"The Manhattan Bridge is a suspension bridge that crosses the East River in New York City, connecting Lower Manhattan at Canal Street with Downtown Brooklyn at the Flatbush Avenue Extension. The main span is 1,470 ft (450 m) long, making it one of the longest suspension bridges in North America. It was designed by Polish engineer Ralph Modjeski and completed in 1912.[2]
"," Is the Manhattan Bridge longer than any other bridge in North America? 
", True
371,"The Los Angeles River (L.A. River) is a major river located in southern California, United States. The river flows for 51 miles (82 km) from the Canoga Park district of northwestern San Fernando Valley south through the central part of Los Angeles County to Long Beach on the Pacific coast where it discharges into Alamitos Bay and thence into San Pedro Bay within harbor area of Greater Los Angeles. Several tributaries join along its course including Ballona Creek, Caballero Creek, Compton Creek, Elysian Valley Wash and Tujunga Wash; several smaller streams also empty directly into it such as Arroyo Calabasas and Arroyo Seco
"," Is L.A river longer than 82km? 
"," 
False"
372,"U.S. Marshals is a 1998 American action thriller film directed by Stuart Baird and starring Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano and Diane Lane.[3] It is the sequel to the 1993 motion picture The Fugitive which was based on the 1960s television series of the same name created by Roy Huggins. 
"," Is U.S marshal a sequel to fugative ?
", True
373,"A whipped-cream charger (sometimes colloquially termed a whippit, whip-it, wippet or nossy) is a steel cylinder or cartridge filled with nitrous oxide that is used as a whipping agent in a whipped cream dispenser. The gas is expelled from the cylinder by means of an opening at one end fitted with either a screw thread or M18x1.5 penthread fitting to which can be attached various types and sizes of nozzles/dispensing valves. 
"," Is nitrous oxide present in whipped-cream chargers? 
", True
374,"Midnight blue is a very dark shade of blue. It is almost black, but not quite. Midnight blue looks great when used as an accent color in home decorating schemes. 
"," Is midnight blue closer to black or white?
"," 
Midnight blue is closer to black than it is to white."
375,"Avengers: Age of Ultron is a 2015 American superhero film based on the Marvel Comics superhero team the Avengers, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sequel to 2012's The Avengers and the eleventh film in the Marvel Cinematic Universe (MCU). The film was written and directed by Joss Whedon and features an ensemble cast that includes Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner and Aaron Taylor-Johnson as members of the titular superhero team; with James Spader, Elizabeth Olsen Thor: Ragnarok. 
"," Is Avenger movie series based off from marvel comics?
", True
376,"The Patriot is a 2000 American historical fiction war film directed by Roland Emmerich, written by Robert Rodat, and starring Mel Gibson. The film mainly takes place in South Carolina during the Southern Campaign of the Revolutionary War. It depicts the story of an American Colonist named Benjamin Martin (Gibson) who reluctantly becomes a hero against British troops occupying colonial Charleston near the end of the war. 
"," Is ""The Patriot"" based on a true story? 
", False
377,"The Carolina Panthers are a professional American football team based in Charlotte, North Carolina. The Panthers compete in the National Football League (NFL), as a member club of the league's National Football Conference (NFC) South division. The team is headquartered in Bank of America Stadium in uptown Charlotte; also home to the Carolinas Panther fans. They are one of the few NFL teams to own their stadium outright, without leasing it from another entity.[1][2] The group sold $87 million worth of PSLs,[3] receiving approximately 10% ($32 million)[4] up front and 60% ($53 million) once construction was complete on July 30, 1996.[5][6]:133
"," Do all NFL teams lease their stadiums? 
", False
378,"A catalytic converter is a device used to convert toxic gases and pollutants in exhaust gas from an internal combustion engine into less-toxic substances. The process is called catalysis; a catalyst accelerates the chemical reaction without itself being consumed by the reaction. 
"," Does a catalytic converter change all of the harmful toxins in exhaust gas into harmless substances? 
", False
379,"Onyx is a semi-precious stone that has been used in jewelry and other decorative items for centuries. It is a type of agate, which is a form of chalcedony quartz. Onyx comes in many colors, but the most common are black and white.
"," Is onyx different from agate? 
", False
380,"A certificate of occupancy is a document that indicates that a building meets all health and safety standards required by law. This certificate must be obtained before any occupants move in to the premises. 
"," Does every building need a Certificate of Occupancy? 
", True
381,"Niagara Falls is a city in Niagara County, New York, United States. As of the 2010 census, the city had a total population of 50,193,[7] down from the 55,593 recorded in the 2000 census.[8] It is adjacent to Niagara Falls International Airport and across from Grand Island.

The falls themselves are located on Niagra River which flows from Lake Erie into Ontario where it joins Lake Ontatio. 
"," IsNiagara Falls located on Niagra River? 
", True
382,"Frank Williams (March 28, 1894 – April 5, 1951) was an American character actor.
"," Was Frank Williams born in the 20th century? 
", True
383,"An erogenous zone is an area of the human body that has heightened sensitivity, the stimulation of which may generate a sexual response, such as relaxation, increased heart rate, vasocongestion (engorgement), or orgasm. Erogenous zones are located all over the human body; however not every stimulus in these areas will result in a sexual response. The level and type ofresponse depends on factors like cultural background, age group etc.
"," 
Is there any particular place on human body from where one can get guaranteed sexual pleasure? 
", False
384,"In Major League Baseball, the wild card teams are the two clubs that qualify for the postseason tournament despite failing to win their division (or in recent years, failing to earn one of the league's best records). Both wild card teams play each other in a winner-take-all game before advancing to face their respective divisional champions.
"," 
In order for a team to make it into post season playoffs they have to either win their division or have one of the league's best record ?
"," 
False"
385,"Jack Reacher is a 2012 American action thriller film based on the character Jack Reacher created by British author Jim Grant, who uses the pen name Lee Child. The film was directed and co-written by Christopher McQuarrie, adapted from Lee Child's 2005 novel One Shot. The cast includes Tom Cruise as Reacher, Rosamund Pike, David Oyelowo, Richard Jenkins, Jai Courtney and Werner Herzog. 
"," Is Jack Reacher an American movie? 
", True
386,"Carol Danvers is a fictional superhero appearing in American comic books published by Marvel Comics. Created by writer Roy Thomas and artist Gene Colan, Danvers first appeared as an officer in the United States Air Force and a colleague of the Kree superhero Mar-Vell in Marvel Super-Heroes #13 (March 1968). Debuting in the Silver Age of comics, the character became associated with the growing feminist movement following her creation.
"," 
Is Carol Danvers a man or woman? 
", Woman
387,"
Return to Oz is a 1985 American fantasy adventure film directed and written by Walter Murch, co-written by Gill Dennis based on L. Frank Baum's Oz books and starring Fairuza Balk as Dorothy Gale. It is the unofficial sequel to the 1939 Metro-Goldwyn-Mayer film The Wizard of Oz, set six months after that film ended.
"," Is Return to Oz a sequel to the 1939 movie The Wizard of Oz? 
", True
388,"The Sea of Galilee, also Kinneret or Kinarot, is a freshwater lake in Israel. It is the lowest freshwater lake on Earth and the largest body of water entirely in Israel. The lake has rich fish stocks; about 20% of its catchment area is forest that provides shade and prevents erosion.[5] A few hot springs are at Tiberias.
"," Is Sea of Galilee salt water? 
", False
389,"Interstate 287 (I-287) is an auxiliary Interstate Highway in the US states of New Jersey and New York. It serves as a partial outer beltway around Newark and Trenton, providing access to both cities from points south and west, as well as serving as a connection between multiple highways within its concurrency with I-95. The route is officially designated the Cross Westchester Expressway south of White Plains; north of that city it becomes the Hutchinson River Parkway Extension, which continues into Connecticut where it eventually joins I-95 near Stratford
"," Does I-287 go through Pennsylvania? 
", False
390,"Pennsylvania has some of the most permissive gun laws in the United States. There is no waiting period for purchasing a firearm, and background checks are not required for private sales or at gun shows. Pennsylvania does not require guns to be registered, and ""open carry"" is permitted in public places without a permit.

"," Does Pennsylvania have stricter gun laws than other US states? 
", False
391,"Cool Runnings is a 1993 American comedy sports film directed by Jon Turteltaub, and starring Leon Robinson, Doug E. Doug, Rawle D. Lewis, Malik Yoba, and John Candy. The film was released in the United States on October 1, 1993. It is loosely based on the true story of Jamaica's first National Bobsled Team trying to make it to the 1988 Winter Olympics in Calgary 
"," Is Cool Runnings a true story? 
", True
392,"Spiders (order Araneae) are air-breathing arthropods that have eight legs and chelicerae with fangs able to inject venom. They are the largest order of arachnids and rank seventh in total species diversity among all other orders of organisms.[1] Spiders are found worldwide on every continent except for Antarctica, and have become established in nearly every habitat with the exceptions of air and sea colonization.
"," 
Do spiders breathe? 
", True
393,"The confrontation clause is a constitutional rule that requires the prosecution to present witnesses against a criminal defendant at trial so that the accused can confront them and challenge their testimony. The confrontation clause is found in the Sixth Amendment to the U.S. Constitution, which reads: ""In all criminal prosecutions, the accused shall enjoy the right . . . to be confronted withthe witnesses against him.""
 "," 
Does every state have a Confrontation Clause? 
", False
394,"
Formula One, also known as Formula 1 or F1 and referred to officially as the FIA Formula One World Championship,[4] is the highest class of single-seater auto racing sanctioned by the International Automobile Federation (FIA).[5] The ""formula"", designated in the name, refers to a set of rules with which all participants' cars must comply. A Formula One season consists of a series of races, known as Grands Prix (from French), which take place worldwide on purpose-built circuits and on public roads.[6][7] 

"," Is formula one race held only on Sundays?
", False
395,"
Twelfth Night, or What You Will is a comedy by William Shakespeare, believed to have been written around 1601–02 as a Twelfth Night's entertainment for the close of the Christmas season. The play centers on the twins Viola and Sebastian, who are separated in a shipwreck. Viola (who is disguised as Cesario) falls in love with Duke Orsino, who in turn is infatuated with Countess Olivia. Upon meeting Viola (as Cesario), Olivia falls for her thinking she was a man.

"," Is 'Twelfth Night' a tragedy? 
", False
396,"The First Amendment (Amendment I) to the United States Constitution prevents Congress from making laws respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of people peaceably to assemble, and to petition the Government for a redress of grievances.
"," 
Does amendment one protect citizens from having their religious beliefs infringed upon by government? 
", True
397,"In criminal cases, the right to silence is the protection against self-incrimination. The Fifth Amendment to the United States Constitution protects citizens from being compelled to testify against themselves in a criminal case. In some European countries, such as France and Italy, suspects can be required by police or prosecutors during questioning or trial to answer questions about their involvement in crimes even if they have not been read Miranda rights informing them of their right not remain silent. 
"," Is the Fifth Amendment applicable only in the United States? 
", False
398,"The God of War video game collections are a series of compilations containing the first three main installments in the God of War series, released for both Microsoft Windows and OS X. The first collection was released on November 4, 2009, while the second one followed on September 13, 2010.
"," 
Do all three collections include games from the main installment? 
", True
399,"A city council, town council, village council or local government is the lowest tier of government in many countries. It may be a legislative body, having power to pass laws within its jurisdiction. A city council may be the level of administration directly below a district court.
"," Does a city counil have any governing authority? 
", True
400,"The human body is composed of around 37.2 trillion cells, each capable of carrying out specific functions that contribute to the overall health and wellbeing of the individual. There are various types of cells in the body, including blood cells, skin cells, nerve cells and muscle cells. The average adult has between 10-30 billion bloodcells alone! 
"," Does an average adult have more than 30 billion bloodcells? 
", False
401,"The song is a synth-pop and electroclash track with elements of trap music. It starts off with an electric piano, followed by blurred synths in the chorus. Drums build up throughout the verses before becoming more pronounced during the pre-chorus sections and climaxing into a house beat drop during each chorus section.
"," Does this song have electric guitar? 
", False
402,"A floating charge is a security interest over a company's assets which ""floats"" or hovers until some event occurs, at which point the charger crystallises and becomes fixed. The most common type of floating charge is one that secures all present and future debts incurred by the company from time to time in relation to its business (so-called ""all moneys"") 
"," Does Floating Charge secure all past debts? 
", False
403,"United Nations General Assembly Resolution 377, also known as the Uniting for Peace resolution, was adopted on 3 November 1950 during the Korean War. The resolution was passed by a vote of 9 to 0 with six abstentions and has been used 12 times since its adoption, most recently in 2002 regarding the election crisis in Ivory Coast.
"," 
Was United Nations General Assembly Resolution 377 passed unanimously?
"," 
No"
404,"Guam (/ˈɡwɑːm/ (listen); Chamorro: Guåhån [ˈɡʷaũ.an]) is an unincorporated and organized territory of the United States in Micronesia in the western Pacific Ocean. Guam's capital city is Hagåtña, and its most populous city is Dededo. The inhabitants of Guam are called Guamanians, and they are American citizens by birthright since this territory became an organic part of the country with passage of the Organic Act on August 1, 1950
"," Is guam a US state? 
", False
405,"Television licensing in the United Kingdom is overseen by the TV Licensing authority, which is a trading fund of the Department for Digital, Culture, Media and Sport. The licence fee applies to any household that watches or records live television broadcasts as they're being shown on TV; this includes use of any equipment capable of receiving such broadcasts, including TVs (even if only used for watching DVDs), computers (via IPTV services such as BBC iPlayer) or mobile phones. 
"," Is it necessary to have a license even if one doesn't watch broadcasted television but uses other devices like laptops?
", True
406,"The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a condition characterized by the body's production of too much antidiuretic hormone (ADH). This results in the retention of water and electrolytes, leading to low levels of sodium in the blood. SIADH can be caused by various conditions, including lung cancer, small cell carcinoma, head injury, and certain medications. Treatment typically involves addressing the underlying cause and correcting fluid and electrolyte imbalances.
"," 
Is SIADH a condition where the body produces too little ADH?
"," 
False"
407,"Tunisia has participated in five FIFA World Cups, the first being the 1978 edition. The country's best result was reaching the Round of 16 at both the 1998 and 2002 editions. Tunisia failed to qualify for six consecutive tournaments between 1986 and 2014, but qualified for 2018 as first in their group ahead of DR Congo on goal difference.
"," 
Has Tunisia ever reached the quarterfinals stage of a FIFA World Cup?
"," 
No"
408,"The western honey bee or European honey bee (Apis mellifera) is the most common of the ~40 species of bees in the genus Apis. The western honey bee was one of the first domesticated insects, and has been kept by humans for millennia. With human assistance, it pollinates crops and wildflowers throughout much of Europe, North America, Southern Africa and Asia. 
"," Is Apis Mellifera native to Europe?
", True
409,"Hua Hin Airport (IATA: HHQ, ICAO: VTPH) is a domestic airport serving Hua Hin in Prachuap Khiri Khan Province, Thailand. It is located 6 kilometres from the city centre and handles around 400 flights per week by both Thai and international airlines.
"," 
Is Hua Hin Airport an international airport? 
", False
410,"
French fashion is chic, stylish, and elegant. It is often associated with luxury brands and high-end designers. French fashion is also known for its casual yet sophisticated style. 
"," Is French fashion only suitable for formal occasions? 
", False
411,"In basketball, a free throw is worth one point. The player shooting the free throw has no defender and can take as much time as they want to attempt the shot. 
"," Is a free throw worth two points?
", False
412,"
A manifold absolute pressure (MAP) sensor is a sensor used to measure the pressure inside the intake manifold of an internal combustion engine. The measured pressure is then used by the engine control unit (ECU) to calculate air density and determine the amount of fuel needed for each cylinder. 
"," MAP sensors are only found in cars with gasoline engines?
", False
413,"Family Dollar is an American variety store chain. It was founded in 1959 by Leon Levine and currently operates 8,000 stores in 45 states. The company is headquartered in Matthews, North Carolina, just outside Charlotte.
"," 
Is Family Dollar a grocery store?
",  False
414,"Zoey Bartlet is a character in the American television series The West Wing. She is played by Elisabeth Moss.
"," 
Is Zoey Bartlet a real person?
"," 
False"
415,"Be Cool is a 2005 American crime-comedy film adaptation of Elmore Leonard's 1999 novel of the same name. The movie stars John Travolta, Uma Thurman, and Dwayne ""The Rock"" Johnson. It was directed by F. Gary Gray and produced by Danny DeVito, Stacey Sher, and Jennifer Todd for Metro-Goldwyn-Mayer Pictures and Scott Rudin Productions/Red Hour Films.
"," Was Be Cool received well critically?
"," 
No"
416,"The Texas Highway Patrol is a division of the Texas Department of Public Safety and is the largest state police agency in the U.S., with more than 3,000 troopers patrolling 25 million miles (40 million km) of roadways across the state. The primary mission of the Highway Patrol is to reduce collisions and make roadway travel safer for everyone.
"," 
Is texas highway patrol larger than any other state police agency? 
", True
417,"Badminton has been a Summer Olympic sport since 1992. Despite its relatively recent addition to the Games, badminton has a long history – it is thought to have originated in India over two thousand years ago. It gained popularity in China during the Tang Dynasty (618-907AD), before spreading throughout Asia and eventually reaching Europe and America in the late 19th century. 
"," Was Badminton an original part of the Summer Olympics? 
", False
418,"A conservative force is a force with the property that the work done by this force on any particle moving along a path which starts and ends at the same point, is zero. The simplest example of such as force would be friction: if an object moves in one direction along a surface (due to some other unbalanced forces), then it will also move slightly in another direction due to friction between its surface and the surface it is sliding upon. 
"," Does frictional forces do no work? 
", True
419,"The La Brea Tar Pits (originally called the Rancho La Brea Tar Pits) are a group of tar pits around which Hancock Park was formed in urban Los Angeles. Natural asphalt (also called asphaltum, bitumen, pitch or tar—brea in Spanish) has seeped up from the ground in this area for tens of thousands of years. The tar is often covered with dust, leaves, water and debris that eventually solidifies into a mound. 
Over many centuries, the bones of animals that were trapped in the tar were preserved. The George C. Page Museum is dedicated to researching these fossils; some date back as far as 38,000 BC[1] making them among the oldest human-associated remains found on Earth during recent times.[2] Excavations at Rancho La Brea have yielded not only animal remains but also plant matter and even bugs entrapped by falling drops of crude oil long ago suspended within gas bubbles rising through groundwater to pool upon surface soil layers where they cooled and hardened over time until today's excavators uncover them using jackhammers and other tools.[3][4][5]
"," Is there anything besides animal bones preserved in la brea tarpits? 
",
420,"Inglewood is a city in southwestern Los Angeles County, California, United States. As of the 2010 U.S. Census, the city had a population of 109,673.[3] It was incorporated on February 14, 1908.[4] The city is in the South Bay region of Greater Los Angeles and next to Holeman Ranch Park; it also borders centennial Square Shopping Center (which has several shops and restaurants), Commercial Boulevard Shopping Center (which contains City Hall among other businesses)
"," Is Inglewood located in southern LA? 
", True
421,"A kerosene heater, also known as a paraffin heater, is typically used for portable heating. Kerosene heaters are usually made of metal and have a wick that draws fuel up from the tank to be burned in the lantern-style mantle. The heated air then rises and escapes through vents near the top of the unit.
"," Does a kerosene heater use electricity? 
", False
422,"The Securities Act of 1933, also known as the Truth in Securities Act or Federal Securities Act, is a U.S. federal law that requires companies offering securities for public sale to disclose material information about themselves and their products. The act was passed during the Great Depression in response to a number of high-profile stock scandals involving insider trading and other fraudulent activities 
"," Does the Security Acts of 1933 require firms to postmaterial information? 
", True
423,"The Nintendo 64, stylized as the NINTENDO64 and commonly referred to as the N64, is a home video game console developed and marketed by Nintendo. It was first released in Japan on June 23, 1996, followed by North America on September 29 of that same year. As part of the fifth generation of gaming consoles, it competed against Sony's PlayStation and Microsoft's Xbox.
"," Was the Nintendo 64 released before or after Sony's Playstation? 
", Before
424,"
Trust law is the legal framework within which trusts are created and administered. A trust is an arrangement whereby property (including real, tangible, and intangible assets) is managed by one person (or persons, or organizations) for the benefit of another. Trusts have been recognized by common law systems since Roman times, and have become increasingly important in civil law jurisdictions since the early modern period.

"," 
Are trusts only recognized by common law systems? 
", False
425,"North and South is a novel by English writer Elizabeth Gaskell, first published in 1854. The story is set in the fictional industrial town of Milton (in Lancashire) during the 1830s and 1840s. It contrasts the experiences of workers in North England with those living in London. 
"," Is ""North and South"" set entirely in London? 
", False
426,"Milas–Bodrum Airport (IATA: BJV, ICAO: LTFE) is an international airport serving the holiday resorts of Bodrum and Milas in Turkey. The airport is located 36 km (22 mi) northeast of Bodrum, near the town of Ortakent on the southwestern coast of Turkey.
"," 
Is Milas-Bodrum Airport located near the town of Ortakent? 
", True
427,"A karyotype is the number and appearance of chromosomes in the nucleus of a eukaryotic cell. The term is also used for the complete set of chromosomes in a species, or an individual organism. Karyotypes describe every chromosome pair's morphology (arm ratio and banding pattern) at different stages of development.[1] A standard nomenclature system is used to identify each chromosome pair by its combined numbered bands on both arms (e.g., 2p23-2q11).[2][3]
"," Does every chromosome pair have a unique combination of numbered bands? 
", True
428,"Cutthroat is a pool game played with three cue balls and up to nine object balls. The aim of the game is to score points by pocketing your opponent's cue ball, or making your opponent foul while doing so. Cutthroat can be played with any number of players, but it is usually played with just two or three. 
"," Is cutthroat typically played with more than 3 people?
", False
429,"Dial-up Internet access is a form of Internet access that uses the public switched telephone network to establish a connection between a computer and an Internet service provider (ISP). The user's computer or router uses an attached modem to encode and decode information into and from audio frequencies, which are then sent through the telephone line. 
"," Is Dial-up internet still in use ? 
", True
430,"Since the reinstatement of capital punishment in Texas in 1976, 474 defendants have been sentenced to death. Of these, 262 (55%) remain on death row and 212 have been executed. The first execution was carried out in December 1982, when Charlie Brooks Jr. became the state's first inmate to be put to death by lethal injection since 1964
"," 
As of 2020, has anyone been executed in Texas? 
"," 
True"
431,"Rolled oats are traditional oat groats that have been rolled into flat flakes and then steamed. This process stabilizes the healthy oils in the oats so they don't go rancid, as well as making them cook more quickly than unrolled oats. Rolled oats are also sometimes called old-fashioned or quick cooking oats. 
"," Does rolling oat groats make them healthier? 
", False
432,"The Double Jeopardy Clause of the Fifth Amendment to the United States Constitution prohibits anyone from being prosecuted twice for ""the same offence."" The relevant part of the text states: ""[N]or shall any person be subject for the same offense to be twice put in jeopardy of life or limb. . .""

This protection applies only if two different sovereigns are involved—for example, both a state government and the federal government. It does not preclude multiple prosecutions by a single sovereign.
"," 
Does double jeopardy apply if two different crimes were committed?
", False
433,"A community interest company (CIC) is a type of social enterprise in the United Kingdom, Australia and Ireland that serves the public good. Unlike traditional businesses, their primary purpose must be to benefit the community rather than private shareholders – although they are allowed to make a profit. 
"," Must CICs have a primary purpose of benefiting the community? 
", True
434,"The alcohol laws of Australia vary from state to state. The minimum legal age for purchasing and drinking alcohol is 18 in all states except Tasmania, where it is 20. All other states and territories have a restricted licensing regime which limits the availability of liquor outlets and trading hours. 
"," Is the minimum legal age for consuming alcohol 21 in Australia? 
", False
435,"The standard workweek is the number of hours an employee is expected to work in a week. The typical full-time workweek for Americans is eight hours per day, five days a week. In some professions, such as medicine and law, employees may work more than 40 hours per week on average. Some workers have atypical schedules due to their jobs' demands; these workers are often referred to as shift workers or rotational workers
"," 
The typical full-time worker works 8 hour shifts 5 days a week?
", True
436,"St George's Chapel at Windsor Castle in England is a Royal Peculiar, a church under the direct jurisdiction of the monarch. The chapel is located within Windsor Castle and serves as both the site of worship for members of the British royal family and their guests, and venue for royal funerals and other state occasions. It has been a traditionally favoured place of burial for English kings since 1066; there have subsequently been 16 royals buried here. 
"," Is St George's Chapel only used as a place to bury royalty? 
", False
437,"
The Office is an American television series that aired on NBC from 2005 to 2013. The show received critical acclaim, winning several awards including the Primetime Emmy Award for Outstanding Comedy Series in 2006. 
"," Did The Office win the Primetime Emmy Award for Outstanding Comedy Series? 
", True
438,"
There is a great deal of evidence that all living things on Earth are descended from a common ancestor. This evidence comes from many different fields of study, including biology, anthropology, and paleontology. 

One piece of evidence for common descent is the fact that all living things share certain traits, such as DNA, proteins, and cell structure. These shared traits suggest that all life forms have a common ancestor. Another piece of evidence is the fossil record: scientists have found fossils of ancient organisms that resemble modern-day creatures. This suggests that over time, some species have changed and evolved into new forms while others have stayed the same. 
"," Is there any scientific proof to support evolution? 
", True
439,"
Ferrets are small, furry animals that make popular pets. They require some special care to stay healthy, though. For example, ferrets need to be vaccinated against rabies and distemper, two deadly diseases they're especially susceptible to. Ferret owners also need to watch out for common health problems like dental disease and ear mites.
"," Do ferrets require vaccinations? 
", True
440,"Ho Chi Minh City (Thành Phố Hồ Chí Minh), formerly known as Saigon (Sài Gòn) is the largest city in Vietnam. It was once known as Prey Nokor, an important Khmer seaport prior to annexation by the Vietnamese in the 17th century. Under the name Saigon, it became well-known for its role during the Vietnam War and eventually served as capital of South Vietnam until reunification with North under a Communist regime in 1976. Today, Ho ChiMinh City serves not only as commercial center of Southern part of country but also one of 23 provinces/municipalities directly reporting to Central Government at Hanoi
"," Is Ho Chi Minh City larger than Hanoi?
"," 
False"
441,"Employee of the Month is a 2006 American comedy film directed by Greg Coolidge, written by Don Calame and Chris Conroy, and starring Dane Cook and Jessica Simpson. The movie was released on October 6, 2006.
"," 
Was Employee of the Month Dane Cook's first leading role in a feature film? 
", True
442,"The Greatest Story Ever Told is a 1965 American epic film produced and directed by George Stevens. It is a retelling of the story of Jesus Christ, from his birth through his Crucifixion and Resurrection. The screenplay was written by James Lee Barrett, Dudley Nichols, George Stevens Jr., and Christopher Fry.
"," Was the movie 'The Greatest Story Ever Told' based on a true story? 
", True
443,"Convergent evolution is the independent evolution of similar features in species of different lineages. Convergent evolution creates analogous structures that have similar form or function but were not present in the last common ancestor of those groups. The cladistic term for the same phenomenon is homoplasy. 
"," Is convergent evolution a type of Darwinian selection? 
", False
444,"Principal photography for all three films of The Lord of the Rings film series was conducted concurrently in various locations within New Zealand, from 11 October 1999 until 22 December 2000. 
"," Did principal photography for all three films take place in New Zealand? 
", True
445,"Wembley Stadium is a football stadium in Wembley, London, which opened in 2007. It was built on the site of the original Wembley Stadium, which was demolished from 2002–2003. The stadium hosts major football matches including home games of the England national football team, and serves as England's national stadium. The stadium is owned by The Football Association through their subsidiary company Wembley National Stadium Ltd (WNSL).
"," 
Is wembley staduim an american made construction?
", False
446,"Shutter speed or exposure time is the amount of time when the film or digital sensor inside the camera is exposed to light, also known as photo duration. The faster shutter speed captures less motion while slower shutter speeds capture more motion. 
"," A faster shutter speed will result in less blurriness due to movement? 
", True
447,"Lani Price is a fictional character from the American soap opera Days of Our Lives. She was portrayed by Sal Stowers from 2014 to 2019. 
"," Is Lani Price a real person? 
", False
448,"The Czech Republic has been an observer state of the Eurozone since 2004 but has not committed to adopting the euro. The country meets all 5 convergence criteria, including being part of ERM II for 2 years and having a government debt-to-GDP ratio below 60%. However, public opinion is opposed to euro adoption.
"," 
Is the Czech Republic in favor of adopting the Euro?
", False
449,"A postal code is a series of letters or digits used in a post office to aid the sorting of mail. Postal codes are also known as zip codes in the United States,postcodesin the United Kingdom, PIN codesin India and many other countries.
"," Is a postal code necessary for sending mail? 
", False
450,"Cardiogenic shock is a medical emergency that occurs when the heart can't pump enough blood to meet the body's needs. This may happen after a heart attack, during which one or more of the heart's arteries becomes blocked and damages part of the heart muscle. Cardiogenic shock also can occur if another condition weakens or enlarges the Heart so it doesn’t work as well
"," 
Is cardiogenic shock deadly? 
"," 
True"
451,"Prince Harry, Duke of Sussex (Henry Charles Albert David; born 15 September 1984), is a member of the British royal family. He is the younger son of Charles, Prince of Wales, and Diana, Princess of Wales. Following his mother's death in 1997, he gradually became involved with charity work. His involvement in army training exercises began two years later when he was attached to Australia as part of an attachment programme for cadets from various Commonwealth realms
"," Is prince harry duke ? 
", True
452,"The Moment of Truth is an American game show based on the Colombian show and format Yo soy (Spanish for ""I am""),[1] in which contestants are asked increasingly personal questions by a panel, ultimately revealing embarrassing or damaging secrets, some of which may be untrue. The concept was created by Peter Jones.[2][3] 
"," Does the moment of truth reveal only true things about the contestant? 
", False
453,"The Battles of Saratoga (1777) marked the climax of an invasion of the Province of New York by the British Army during American Revolutionary War. The two battles are known as the First and Second Battles of Saratoga, respectively. They resulted in a decisive victory for Americans forces, who captured both an entire main army under John Burgoyne with major general Philip Schuyler's Northern Department along with many supplies and weapons, all without losing considerable territory or manpower themselves.

"," Did America win both battles? 
", True
454,"
Skinny Girl in Transit is a Nigerian web television series created by Claire Idera and produced by Ndani TV. The show tells the story of Tiwa, a plus-size woman who is working to lose weight so that she can have the body she has always wanted. 
"," Does Skinny Girl in Transit tell the story of a plus-size woman? 
", True
455,"
Meet the Robinsons is a 2007 American computer-animated science fiction comedy film produced by Walt Disney Animation Studios and released by Walt Disney Pictures. The 47th Disney animated feature film, it was released in standard and IMAX theaters on March 30, 2007. The film follows Lewis as he meets the Robinson family, who take him in after he accidentally destroys their time machine and causes them to be stranded in the past. 
"," Is Meet the Robinsons a Pixar movie?
", False
456,"The Wii MotionPlus is an accessory for the Wii Remote video game controller that was released by Nintendo on June 8, 2009. The device attaches to the bottom of a standard Wii Remote and adds motion tracking capabilities, allowing players greater precision in pointing and gestures while playing compatible games.
"," 
Does the Wii MotionPlus attach to the top or bottom of a standard Wii Remote? 
", Bottom
457,"Betty Draper is a fictional character on the AMC television series Mad Men, played by January Jones. She is the ex-wife of Don Draper (the show's protagonist) and mother of their three children: Sally, Bobby, and Gene. Betty was born into a wealthy family from Rye in Westchester County, New York; she grew up insulated from the effects of World War II.
"," Is Betty Draper a real person? 
", False
458,"In Tennessee, any person may openly carry a handgun without a permit. A permit is required to concealed carry a handgun. The minimum age to obtain a gun license in Tennessee is 21 years old. There are no restrictions on the purchase of long guns such as rifles and shotguns. 

"," Is it legal for anyone over the age of 21 to open or concealed carry a firearm?
", True
459,"The Adventures of Sharkboy and Lavagirl in 3-D is a 2005 American superher action adventure fantasy comedy film written and directed by Robert Rodriguez, produced by Lisa Rodriguezy, and starring Taylor Lautner, Cayden Boyd, Taylor Dooley, George Lopez, David Arquette.
"," 
Is The Adventures of Sharkboy and Lavagirl in 3-D an American movie?
"," 
True"
